timeSec, trackE, trackF, trackG, P0_mode, P0_rg, P0_az, P0_el, P1_mode, P1_rg, P1_az, P1_el, P2_mode, P2_rg, P2_az, P2_el, P3_mode, P3_rg, P3_az, P3_el
4.66,3136370.317669382,-5452230.4865268795,1111908.801349936,0,NaN,133.89352796917993,81.79526754020112,0,NaN,-92.71493066172276,25.449463588850413,0,NaN,-44.67329698502067,18.45285847369108,0,NaN,2.813987129651143,25.19766402826262,
4.68,3136374.184028882,-5452228.26327156,1111908.801349936,0,NaN,133.76939237808708,81.7753960417101,0,NaN,-92.7294024953766,25.457767655123234,0,NaN,-44.65903909670268,18.45310477821781,0,NaN,2.817262554100288,25.193103725238974,
4.7,3136378.0503883823,-5452226.04001624,1111908.801349936,0,NaN,133.6557039738591,81.75418336723045,0,NaN,-92.72173222502798,25.459471967835864,0,NaN,-44.65972715157692,18.452563462796327,0,NaN,2.8281798851901456,25.192679589175725,
4.72,3136381.9167478825,-5452223.816760921,1111908.801349936,0,NaN,133.52961215776003,81.73685090731152,0,NaN,-92.72039208752469,25.466218532807417,0,NaN,-44.64379079977648,18.46813821275485,0,NaN,2.8573163869071405,25.197907669922955,
4.74,3136385.7831073827,-5452221.593505602,1111908.801349936,0,NaN,133.41409338507003,81.72661299039295,0,NaN,-92.72023440786847,25.463128798988677,0,NaN,-44.63969410365842,18.465361381548316,0,NaN,2.855835895944235,25.19317141989622,
4.76,3136389.649466883,-5452219.370250283,1111908.801349936,0,NaN,133.2914621995244,81.69991509414947,0,NaN,-92.71839085319426,25.479210332771558,0,NaN,-44.63795829360029,18.461915345552864,0,NaN,2.8716575980550023,25.191081033143384,
4.78,3136393.515826383,-5452217.146994963,1111908.801349936,0,NaN,133.17153813526718,81.67969633835858,0,NaN,-92.72220251256624,25.477895688163287,0,NaN,-44.62438407424814,18.470894273639274,0,NaN,2.8785899966564834,25.19304645354079,
4.8,3136397.3821858834,-5452214.923739644,1111908.801349936,0,NaN,133.05127869641956,81.67040494923388,0,NaN,-92.72339589321183,25.48404512799347,0,NaN,-44.619496535600256,18.474188113396174,0,NaN,2.8964432375863676,25.199118626132893,
4.82,3136401.2485453836,-5452212.700484325,1111908.801349936,0,NaN,132.93176433883545,81.64943320144326,0,NaN,-92.73364060084653,25.492672600571126,0,NaN,-44.61380008338877,18.47281510208478,0,NaN,2.913087894697604,25.191953555662934,
4.84,3136405.114904884,-5452210.477229006,1111908.801349936,0,NaN,132.8136865397983,81.62669553099293,0,NaN,-92.72044151436211,25.489287438181755,0,NaN,-44.62100012474413,18.478509597581784,0,NaN,2.9223138285209616,25.20098210493921,
4.86,3136408.9812643845,-5452208.253973686,1111908.801349936,0,NaN,132.69970814867023,81.60711636835956,0,NaN,-92.73207493207622,25.49441813291239,0,NaN,-44.60444527806686,18.47240875171215,0,NaN,2.931966794673429,25.19097356675973,
4.88,3136412.8476238847,-5452206.030718367,1111908.801349936,0,NaN,132.5818372116464,81.59936418523272,0,NaN,-92.72631934005915,25.501805557332247,0,NaN,-44.5923802611975,18.476562983082804,0,NaN,2.9438308214067543,25.190586665467723,
4.9,3136416.713983385,-5452203.807463048,1111908.801349936,0,NaN,132.4670276688511,81.57508214581983,0,NaN,-92.73036008801603,25.50612189497058,0,NaN,-44.58628023272667,18.48268010306988,0,NaN,2.9557270821709953,25.196030295641027,
4.92,3136420.580342885,-5452201.5842077285,1111908.801349936,0,NaN,132.34867024969014,81.54651554750359,0,NaN,-92.7309326380299,25.51246411324374,0,NaN,-44.58286075155093,18.479528849217544,0,NaN,2.9760064100435386,25.193739841597502,
4.94,3136424.4467023853,-5452199.360952409,1111908.801349936,0,NaN,132.235780035156,81.53835375362354,0,NaN,-92.7312168241125,25.523697862933517,0,NaN,-44.58307518061576,18.48230684867326,0,NaN,2.975309976767063,25.191182230567286,
4.96,3136428.3130618855,-5452197.137697089,1111908.801349936,0,NaN,132.1152366439476,81.52126749469058,0,NaN,-92.73385623710914,25.522620240077718,0,NaN,-44.576308018079345,18.48574969491804,0,NaN,2.995551978541791,25.199172444341556,
4.98,3136432.1794213858,-5452194.91444177,1111908.801349936,0,NaN,131.9982173110969,81.50742463014177,0,NaN,-92.72736336856327,25.5263690228141,0,NaN,-44.56997735546865,18.485583160804783,0,NaN,2.9985404259346513,25.1839003975935,
5.0,3136436.045780886,-5452192.691186451,1111908.801349936,0,NaN,131.88817241242202,81.48534946232859,0,NaN,-92.73455237961038,25.527983158866956,0,NaN,-44.55656229014286,18.482055186894005,0,NaN,3.012738460982717,25.18698767054007,
5.0200000000000005,3136439.912140386,-5452190.467931132,1111908.801349936,0,NaN,131.7703343664052,81.46031028644687,0,NaN,-92.72820205363386,25.52802043560962,0,NaN,-44.555974235297754,18.4875861138698,0,NaN,3.0288321072276303,25.19657540802443,
5.04,3136443.7784998864,-5452188.244675812,1111908.801349936,0,NaN,131.65994613198532,81.44597129587558,0,NaN,-92.73538218010461,25.536712219344697,0,NaN,-44.55281009659103,18.491976497260563,0,NaN,3.049667274047023,25.192722126099873,
5.0600000000000005,3136447.6448593866,-5452186.021420493,1111908.801349936,0,NaN,131.54847788697373,81.42656289384392,0,NaN,-92.73798797405539,25.54836285073507,0,NaN,-44.54108756422178,18.496756268959153,0,NaN,3.0533796691574833,25.193313319115457,
5.08,3136451.511218887,-5452183.798165174,1111908.801349936,0,NaN,131.43475426020305,81.40712496343667,0,NaN,-92.73635223964915,25.54546917588675,0,NaN,-44.53584352423957,18.494886168373746,0,NaN,3.0678075257988313,25.19535784730687,
5.1000000000000005,3136455.377578387,-5452181.574909855,1111908.801349936,0,NaN,131.3204148301944,81.38467647244181,0,NaN,-92.72956365429609,25.55606860844764,0,NaN,-44.53250392153383,18.49737961870869,0,NaN,3.0745030222419834,25.187629210191123,
5.12,3136459.2439378877,-5452179.351654535,1111908.801349936,0,NaN,131.21335720920345,81.36983357917306,0,NaN,-92.72760449460361,25.562342858841465,0,NaN,-44.525085577604166,18.49576774072201,0,NaN,3.0865178937662727,25.1892611716113,
5.14,3136463.110297388,-5452177.128399216,1111908.801349936,0,NaN,131.10018528581224,81.35165584726452,0,NaN,-92.73347873814816,25.561148853884916,0,NaN,-44.5197053052345,18.49932958060078,0,NaN,3.0992871411757106,25.188551164883393,
5.16,3136466.976656888,-5452174.905143897,1111908.801349936,0,NaN,130.99932209025442,81.33527911987733,0,NaN,-92.73256158325589,25.57004543855698,0,NaN,-44.5122820414207,18.50313309822366,0,NaN,3.112733247045474,25.191611405731113,
5.18,3136470.8430163884,-5452172.6818885775,1111908.801349936,0,NaN,130.88067916384108,81.31741490610361,0,NaN,-92.73413896301565,25.57936091940723,0,NaN,-44.50156885788133,18.50600593337746,0,NaN,3.119282783900787,25.186675447075313,
5.2,3136474.7093758886,-5452170.458633258,1111908.801349936,0,NaN,130.77975422341913,81.29217570012918,0,NaN,-92.74101403109617,25.583282383309943,0,NaN,-44.50009611539684,18.504932256577025,0,NaN,3.1447428462335605,25.187424448860767,
5.22,3136478.575735389,-5452168.2353779385,1111908.801349936,0,NaN,130.6643672795681,81.28093718991627,0,NaN,-92.73189445204338,25.58096620590382,0,NaN,-44.495591052237046,18.502345470654394,0,NaN,3.1467549601406066,25.18628162690215,
5.24,3136482.442094889,-5452166.01212262,1111908.801349936,0,NaN,130.55033213520383,81.2610953568289,0,NaN,-92.74832583334128,25.58966916919015,0,NaN,-44.487108610889116,18.513957706267323,0,NaN,3.157208937031569,25.187882241194266,
5.26,3136486.308454389,-5452163.7888673,1111908.801349936,0,NaN,130.44516330508225,81.2318360029899,0,NaN,-92.7366514154373,25.592865809285055,0,NaN,-44.47511769798628,18.51590571686969,0,NaN,3.176528957640093,25.188825312507145,
5.28,3136490.1748138894,-5452161.565611981,1111908.801349936,0,NaN,130.3407705226056,81.22017036362506,0,NaN,-92.74281660493813,25.596334599659155,0,NaN,-44.473957135683136,18.509106077799835,0,NaN,3.187024123835482,25.18794605252693,
5.3,3136494.0411733896,-5452159.342356661,1111908.801349936,0,NaN,130.23452298984398,81.20005270020981,0,NaN,-92.74371182356192,25.604043305164495,0,NaN,-44.46373685658527,18.5170621526265,0,NaN,3.200927299421816,25.182925532879253,
5.32,3136497.90753289,-5452157.119101342,1111908.801349936,0,NaN,130.1242424704402,81.17881914112988,0,NaN,-92.73700739183597,25.606341152044784,0,NaN,-44.46027679618883,18.52518080434505,0,NaN,3.2085259587929373,25.190014369430088,
5.34,3136501.77389239,-5452154.895846023,1111908.801349936,0,NaN,130.02284333378753,81.15961753536408,0,NaN,-92.73937838765852,25.610572672271545,0,NaN,-44.457904160779286,18.514616873340618,0,NaN,3.2160904593424284,25.184469887954116,
5.36,3136505.6402518908,-5452152.672590704,1111908.801349936,0,NaN,129.91820096009997,81.14270849783946,0,NaN,-92.7417869246873,25.618052477621237,0,NaN,-44.4572267471483,18.51916024767258,0,NaN,3.2342053569866636,25.189084289086274,
5.38,3136509.506611391,-5452150.449335384,1111908.801349936,0,NaN,129.80760611482782,81.12369747385928,0,NaN,-92.73948716488927,25.622553248998017,0,NaN,-44.45336934912302,18.524370766761578,0,NaN,3.238409830637401,25.18648757157188,
5.4,3136513.372970891,-5452148.226080065,1111908.801349936,0,NaN,129.71108083206755,81.09914527995487,0,NaN,-92.7414634549129,25.625964452138366,0,NaN,-44.44056824034287,18.523879397065965,0,NaN,3.257483922163536,25.185573282543935,
5.42,3136517.2393303914,-5452146.002824746,1111908.801349936,0,NaN,129.60137258308671,81.08173929955426,0,NaN,-92.74921193351436,25.63534482622919,0,NaN,-44.434377161140006,18.52361351005565,0,NaN,3.269448837337902,25.18205330483964,
5.44,3136521.1056898916,-5452143.779569427,1111908.801349936,0,NaN,129.49714356510012,81.06500502825453,0,NaN,-92.74098553471612,25.635538839174654,0,NaN,-44.42670742656692,18.532138830253285,0,NaN,3.2860288863195453,25.18641085926674,
5.46,3136524.972049392,-5452141.556314107,1111908.801349936,0,NaN,129.39251647977952,81.0504845416309,0,NaN,-92.74296254744493,25.645254082796708,0,NaN,-44.42160733449358,18.528802425560315,0,NaN,3.296624244044821,25.181752829446136,
5.48,3136528.838408892,-5452139.3330587875,1111908.801349936,0,NaN,129.29038253394242,81.02367819476495,0,NaN,-92.74332155801252,25.652981497662974,0,NaN,-44.41763799758586,18.529632853428097,0,NaN,3.3112499562335658,25.182286763277055,
5.5,3136532.7047683923,-5452137.109803469,1111908.801349936,0,NaN,129.19291226805157,81.00718566129039,0,NaN,-92.74526143367999,25.653485328727633,0,NaN,-44.4091211296707,18.535707879786397,0,NaN,3.3225678992343024,25.181952196615573,
5.5200000000000005,3136536.5711278925,-5452134.886548149,1111908.801349936,0,NaN,129.09176172946664,80.99097212995456,0,NaN,-92.74536764197086,25.652095892177275,0,NaN,-44.399274292799575,18.53451208524655,0,NaN,3.3272890806830926,25.18572614598976,
5.54,3136540.4374873927,-5452132.66329283,1111908.801349936,0,NaN,128.9872115523063,80.96794990664071,0,NaN,-92.74742756957312,25.661359946647824,0,NaN,-44.394554298877786,18.53261982083788,0,NaN,3.340502258728313,25.183916579851847,
5.5600000000000005,3136544.303846893,-5452130.44003751,1111908.801349936,0,NaN,128.87880140247827,80.94960713612468,0,NaN,-92.74715384097293,25.666183878199913,0,NaN,-44.39258036725235,18.544201777402364,0,NaN,3.3518115469477356,25.182323956926822,
5.58,3136548.170206393,-5452128.216782192,1111908.801349936,0,NaN,128.7879104302036,80.93506814843302,0,NaN,-92.7485792525744,25.672245631192748,0,NaN,-44.385206536459464,18.542247882876218,0,NaN,3.3645153594494914,25.17397484190204,
5.6000000000000005,3136552.036565894,-5452125.993526872,1111908.801349936,0,NaN,128.68317814846296,80.91481727753082,0,NaN,-92.75018717268226,25.67798909049008,0,NaN,-44.37112809329645,18.54362186133008,0,NaN,3.378123370506624,25.179580782006017,
5.62,3136555.902925394,-5452123.770271553,1111908.801349936,0,NaN,128.58712729665413,80.89169102303352,0,NaN,-92.74728577366378,25.67647447489156,0,NaN,-44.37067308886232,18.546918644171395,0,NaN,3.3956666636701422,25.183650133421803,
5.64,3136559.769284894,-5452121.547016233,1111908.801349936,0,NaN,128.4853657604718,80.8662330760008,0,NaN,-92.74612193794718,25.683577805211275,0,NaN,-44.36147833574826,18.549140584256925,0,NaN,3.404347270972278,25.187588104032503,
5.66,3136563.6356443944,-5452119.323760914,1111908.801349936,0,NaN,128.3903686177871,80.84940053662815,0,NaN,-92.75351908953772,25.693517391011575,0,NaN,-44.362115386480546,18.55145818454664,0,NaN,3.41025247439703,25.180641559814227,
5.68,3136567.5020038947,-5452117.100505595,1111908.801349936,0,NaN,128.29377957118848,80.83232992708872,0,NaN,-92.75098425408498,25.696921668200744,0,NaN,-44.351561312722524,18.55104158103599,0,NaN,3.4345451408703047,25.180531439802575,
5.7,3136571.368363395,-5452114.877250276,1111908.801349936,0,NaN,128.18379050041986,80.81792966641179,0,NaN,-92.7515917819303,25.69535138119854,0,NaN,-44.354396958976054,18.54915719705947,0,NaN,3.4386034582290175,25.18557903415248,
5.72,3136575.234722895,-5452112.653994956,1111908.801349936,0,NaN,128.09307662263578,80.79026514712011,0,NaN,-92.74916395506851,25.704777889280702,0,NaN,-44.341768685699215,18.551219049177902,0,NaN,3.4488894166626665,25.184244407409963,
5.74,3136579.1010823953,-5452110.4307396365,1111908.801349936,0,NaN,128.00344356113922,80.7686608824252,0,NaN,-92.74577708008492,25.712566667824294,0,NaN,-44.33697844936793,18.555736635440848,0,NaN,3.4597618509958545,25.178084008901465,
5.76,3136582.9674418955,-5452108.207484318,1111908.801349936,0,NaN,127.89889721307868,80.75126884201617,0,NaN,-92.75104430664751,25.715144369678285,0,NaN,-44.32241358992278,18.554681425592,0,NaN,3.4697044626152858,25.183561517445895,
5.78,3136586.8338013957,-5452105.984228998,1111908.801349936,0,NaN,127.80144954717547,80.73427955861281,0,NaN,-92.75495958246067,25.721452622876622,0,NaN,-44.32422287314355,18.561957967635376,0,NaN,3.493458626202571,25.178029990611897,
5.8,3136590.700160896,-5452103.760973679,1111908.801349936,0,NaN,127.71019936370367,80.71184179664496,0,NaN,-92.75007616669826,25.728988304570336,0,NaN,-44.32167691537554,18.55655829209784,0,NaN,3.4989557421980026,25.180269065478214,
5.82,3136594.566520396,-5452101.537718359,1111908.801349936,0,NaN,127.62215922265659,80.69668406892659,0,NaN,-92.75701946597387,25.732358801645745,0,NaN,-44.30546829385154,18.560889664150235,0,NaN,3.5095388632551687,25.179076328779097,
5.84,3136598.432879897,-5452099.314463041,1111908.801349936,0,NaN,127.5212078011932,80.67067517855378,0,NaN,-92.75461031299037,25.733055825868913,0,NaN,-44.302277316372766,18.567908716683515,0,NaN,3.5176833626973885,25.174104316393077,
5.86,3136602.299239397,-5452097.091207721,1111908.801349936,0,NaN,127.4330396434316,80.65588464493824,0,NaN,-92.75379843802679,25.737934440462002,0,NaN,-44.29800793963646,18.567046648386892,0,NaN,3.5361477832682398,25.177979269912278,
5.88,3136606.1655988973,-5452094.867952402,1111908.801349936,0,NaN,127.33142932797509,80.63986141283905,0,NaN,-92.75686296208562,25.740684773813662,0,NaN,-44.289661982402954,18.572859177213594,0,NaN,3.5445671049938303,25.177551827469582,
5.9,3136610.0319583975,-5452092.644697082,1111908.801349936,0,NaN,127.23029633616231,80.62098709848952,0,NaN,-92.75630900670461,25.758440420116727,0,NaN,-44.280674913098885,18.571582732969237,0,NaN,3.5610083456029544,25.180772798146336,
5.92,3136613.8983178977,-5452090.421441764,1111908.801349936,0,NaN,127.13987470179426,80.59356147065493,0,NaN,-92.75740085323676,25.75134895271986,0,NaN,-44.284014468981916,18.571765573123653,0,NaN,3.5633159403861736,25.17417294425368,
5.94,3136617.764677398,-5452088.198186444,1111908.801349936,0,NaN,127.0467946598617,80.57538682630853,0,NaN,-92.76668014968902,25.759294941247276,0,NaN,-44.27536064762433,18.571235303300416,0,NaN,3.5850460087799227,25.178608267149606,
5.96,3136621.631036898,-5452085.974931125,1111908.801349936,0,NaN,126.95379675801559,80.55308582061521,0,NaN,-92.76084332846052,25.76162545125433,0,NaN,-44.25971564753525,18.573408682824127,0,NaN,3.598226712967333,25.180447281499887,
5.98,3136625.4973963983,-5452083.751675805,1111908.801349936,0,NaN,126.86487453680996,80.52802435012258,0,NaN,-92.76477121040949,25.771836155308165,0,NaN,-44.25483981188786,18.57334587678852,0,NaN,3.6083015600576958,25.178023749803963,
6.0,3136629.3637558986,-5452081.528420486,1111908.801349936,0,NaN,126.77334809551714,80.51608677765323,0,NaN,-92.76184916523272,25.78140908601319,0,NaN,-44.248210350367835,18.57977181645374,0,NaN,3.6168584965079833,25.17946701235798,
6.0200000000000005,3136633.2301153988,-5452079.305165167,1111908.801349936,0,NaN,126.68136912681759,80.49782774802725,0,NaN,-92.76516965944286,25.778478413260014,0,NaN,-44.24649129212376,18.580318580184517,0,NaN,3.6318233414416574,25.17501425092274,
6.04,3136637.096474899,-5452077.081909847,1111908.801349936,0,NaN,126.59325975504211,80.4822014467096,0,NaN,-92.76701513056534,25.77613839115183,0,NaN,-44.23504415522806,18.587504707549655,0,NaN,3.647816464331115,25.17690663719884,
6.0600000000000005,3136640.962834399,-5452074.858654528,1111908.801349936,0,NaN,126.50484392911125,80.45239630223647,0,NaN,-92.7614645693694,25.79208753795576,0,NaN,-44.24160126693946,18.590157283127397,0,NaN,3.6567652022685944,25.17408145962545,
6.08,3136644.8291939,-5452072.635399208,1111908.801349936,0,NaN,126.4070329984152,80.44265243035919,0,NaN,-92.7651297138386,25.79484109694713,0,NaN,-44.22049018311822,18.58882708844219,0,NaN,3.667819426643398,25.17478763786821,
6.1000000000000005,3136648.6955534,-5452070.41214389,1111908.801349936,0,NaN,126.3246276057023,80.41593016798019,0,NaN,-92.7642536331024,25.801102629081143,0,NaN,-44.22895905425395,18.582430631649682,0,NaN,3.680736608712062,25.176288662234874,
6.12,3136652.5619129003,-5452068.18888857,1111908.801349936,0,NaN,126.22788860601025,80.39748266215045,0,NaN,-92.76309162756269,25.802513985927085,0,NaN,-44.21617878326353,18.59067603097936,0,NaN,3.6940225187885867,25.170963847491944,
6.140000000000001,3136656.4282724005,-5452065.965633251,1111908.801349936,0,NaN,126.14132437350038,80.37345536739558,0,NaN,-92.76341377031629,25.807155374463083,0,NaN,-44.21868932644164,18.59463850113207,0,NaN,3.7039703270239364,25.17760133717953,
6.16,3136660.2946319007,-5452063.742377931,1111908.801349936,0,NaN,126.05657060222045,80.35601430281096,0,NaN,-92.77125210372087,25.80980872786057,0,NaN,-44.19790372214553,18.59954729328566,0,NaN,3.720128346181739,25.17903383629963,
6.18,3136664.160991401,-5452061.519122613,1111908.801349936,0,NaN,125.95931730695911,80.33842870704949,0,NaN,-92.7635725914817,25.820111341852407,0,NaN,-44.19466734812376,18.59558011762814,0,NaN,3.72637833972199,25.175802468994732,
6.2,3136668.027350901,-5452059.295867293,1111908.801349936,0,NaN,125.87917804612694,80.31311063483237,0,NaN,-92.76763400330272,25.823383918350938,0,NaN,-44.19055483737745,18.599305186459375,0,NaN,3.739938392045305,25.171737986361443,
6.22,3136671.8937104014,-5452057.072611974,1111908.801349936,0,NaN,125.79374399876009,80.2949388158608,0,NaN,-92.76628243866428,25.83090258210423,0,NaN,-44.18556734083581,18.5995149790996,0,NaN,3.749626859652329,25.175362007427154,
6.24,3136675.7600699016,-5452054.849356654,1111908.801349936,0,NaN,125.70255433087733,80.27414462982621,0,NaN,-92.77532612355371,25.830502500424085,0,NaN,-44.18334212820593,18.597622618526785,0,NaN,3.75903401022904,25.171257092422437,
6.26,3136679.626429402,-5452052.6261013355,1111908.801349936,0,NaN,125.61907843037051,80.25786222264401,0,NaN,-92.77254905034201,25.832073918414395,0,NaN,-44.165880083567146,18.602851246527628,0,NaN,3.771697280374596,25.174114640857454,
6.28,3136683.492788902,-5452050.402846016,1111908.801349936,0,NaN,125.52585450231025,80.23420136599584,0,NaN,-92.77186266284605,25.846949575063388,0,NaN,-44.165437698894934,18.60583390540423,0,NaN,3.7910195158864424,25.172261851914843,
6.3,3136687.359148402,-5452048.1795906965,1111908.801349936,0,NaN,125.44047030217587,80.21247318120386,0,NaN,-92.77122934613162,25.84411011021927,0,NaN,-44.16510232027298,18.61191953601034,0,NaN,3.8043949128148413,25.171330728995258,
6.32,3136691.225507903,-5452045.956335377,1111908.801349936,0,NaN,125.36089050767528,80.19881576298832,0,NaN,-92.77687639438223,25.8518940423733,0,NaN,-44.156574170098175,18.607875487754704,0,NaN,3.811339835103061,25.17468779761376,
6.34,3136695.091867403,-5452043.733080057,1111908.801349936,0,NaN,125.26384995249309,80.17462587060643,0,NaN,-92.77227005144242,25.86048392444946,0,NaN,-44.15331519623648,18.607873770461342,0,NaN,3.819046386577199,25.169626152926607,
6.36,3136698.9582269033,-5452041.509824739,1111908.801349936,0,NaN,125.18302271584096,80.16427252632373,0,NaN,-92.77544328319482,25.85963701014858,0,NaN,-44.135689801482265,18.612306793324475,0,NaN,3.8327400740504736,25.179336351414,
6.38,3136702.8245864036,-5452039.286569419,1111908.801349936,0,NaN,125.1049014648577,80.13786486413647,0,NaN,-92.77049248474907,25.86516294090128,0,NaN,-44.14131239399648,18.616477330311668,0,NaN,3.849295008335224,25.17218543617911,
6.4,3136706.690945904,-5452037.0633141,1111908.801349936,0,NaN,125.01754505025758,80.11601329466572,0,NaN,-92.7741776228176,25.869179391945742,0,NaN,-44.12938343361023,18.620116904150425,0,NaN,3.8526157575558777,25.16775013799791,
6.42,3136710.557305404,-5452034.84005878,1111908.801349936,0,NaN,124.93751068026167,80.09490003507912,0,NaN,-92.76380559401977,25.881412924853873,0,NaN,-44.11607717564656,18.617256171007124,0,NaN,3.8715583135631433,25.169490355631293,
6.44,3136714.423664904,-5452032.616803462,1111908.801349936,0,NaN,124.84451211660875,80.0766809833233,0,NaN,-92.78149597840857,25.880993826647234,0,NaN,-44.11320872507361,18.61491741904342,0,NaN,3.883302639852473,25.165375015239835,
6.46,3136718.2900244044,-5452030.393548142,1111908.801349936,0,NaN,124.76648237209179,80.04215832867946,0,NaN,-92.77689308713141,25.890585082778887,0,NaN,-44.1113836993302,18.614387598201592,0,NaN,3.8962225897185943,25.16836496812027,
6.48,3136722.1563839046,-5452028.170292823,1111908.801349936,0,NaN,124.68482637763304,80.04055626439856,0,NaN,-92.76344560867247,25.892628558863702,0,NaN,-44.105093868068806,18.624613873080996,0,NaN,3.912773276337348,25.16549582126768,
6.5,3136726.022743405,-5452025.947037503,1111908.801349936,0,NaN,124.59331898631655,80.01622719393714,0,NaN,-92.77639331712139,25.900543694646363,0,NaN,-44.105384790508346,18.62108834107691,0,NaN,3.9220561373138123,25.16633565143442,
6.5200000000000005,3136729.889102905,-5452023.7237821845,1111908.801349936,0,NaN,124.5232854040811,79.99438362754523,0,NaN,-92.7774816681371,25.900824189561657,0,NaN,-44.0877580672595,18.62734684253109,0,NaN,3.9266089206442785,25.167184690386442,
6.54,3136733.7554624053,-5452021.500526865,1111908.801349936,0,NaN,124.43844021297602,79.97005156465835,0,NaN,-92.77644283682805,25.906992859345205,0,NaN,-44.08979384890268,18.634491117484192,0,NaN,3.9414075695405715,25.165628012279804,
6.5600000000000005,3136737.621821906,-5452019.2772715455,1111908.801349936,0,NaN,124.35682207550457,79.95406284479353,0,NaN,-92.78125454972641,25.907944718150898,0,NaN,-44.0809106712236,18.634957056778262,0,NaN,3.95149554347071,25.165783799387935,
6.58,3136741.488181406,-5452017.054016226,1111908.801349936,0,NaN,124.2767687539815,79.92489317642365,0,NaN,-92.77833984027893,25.91881817604298,0,NaN,-44.07747720106313,18.633632079144597,0,NaN,3.963439914997547,25.164648310456855,
6.6000000000000005,3136745.3545409064,-5452014.830760906,1111908.801349936,0,NaN,124.18751609801328,79.91667933438335,0,NaN,-92.78550182445417,25.923997588087065,0,NaN,-44.06390704203358,18.634758642459097,0,NaN,3.984516961825249,25.159468914915557,
6.62,3136749.2209004066,-5452012.607505588,1111908.801349936,0,NaN,124.11295310951068,79.88289223877341,0,NaN,-92.78007963926677,25.928004228664395,0,NaN,-44.06215211662019,18.64508195741396,0,NaN,3.992285440558961,25.169182219915115,
6.640000000000001,3136753.087259907,-5452010.384250268,1111908.801349936,0,NaN,124.02978196871186,79.87229491998089,0,NaN,-92.77726928343048,25.932153058044566,0,NaN,-44.056217946370644,18.637701375348936,0,NaN,4.002789938635423,25.167964037785243,
6.66,3136756.953619407,-5452008.160994949,1111908.801349936,0,NaN,123.95533679947023,79.85144403592905,0,NaN,-92.78296403857577,25.933621560783006,0,NaN,-44.045373991286915,18.640347065836494,0,NaN,4.009416564651864,25.166103512212143,
6.68,3136760.8199789072,-5452005.937739629,1111908.801349936,0,NaN,123.87651975170571,79.83259666418729,0,NaN,-92.78040690485324,25.931939559852996,0,NaN,-44.04605262939707,18.643733446727005,0,NaN,4.033353238276559,25.173622186685673,
6.7,3136764.6863384075,-5452003.714484311,1111908.801349936,0,NaN,123.7913026409105,79.80966644619201,0,NaN,-92.78133059960513,25.941518888359386,0,NaN,-44.03761082544567,18.640121685842725,0,NaN,4.038311002367294,25.165483920725254,
6.72,3136768.5526979077,-5452001.491228991,1111908.801349936,0,NaN,123.71827040021867,79.7879614715636,0,NaN,-92.77993196303576,25.946095723526184,0,NaN,-44.029730964933975,18.647869197901965,0,NaN,4.0563082499826635,25.164790603630795,
6.74,3136772.419057408,-5451999.267973672,1111908.801349936,0,NaN,123.64025741744608,79.76218801483031,0,NaN,-92.77618426349986,25.960989909462526,0,NaN,-44.025115473340136,18.653955239284908,0,NaN,4.056394297990595,25.165121499452482,
6.76,3136776.285416908,-5451997.044718352,1111908.801349936,0,NaN,123.5580660227881,79.74678731108013,0,NaN,-92.78557775839107,25.962834025903657,0,NaN,-44.01970556871646,18.655914414104455,0,NaN,4.068772049427559,25.155342594246008,
6.78,3136780.1517764083,-5451994.821463034,1111908.801349936,0,NaN,123.47946433061828,79.7321613735722,0,NaN,-92.77735339610139,25.964460479999012,0,NaN,-44.00405755866778,18.650144487277235,0,NaN,4.081458183407385,25.162750969062124,
6.8,3136784.0181359085,-5451992.598207714,1111908.801349936,0,NaN,123.40248878907877,79.70109301286261,0,NaN,-92.78584234609706,25.97562923281172,0,NaN,-43.999537135580894,18.655063495587193,0,NaN,4.106605740612683,25.162154927329805,
6.82,3136787.884495409,-5451990.3749523945,1111908.801349936,0,NaN,123.32450527872508,79.68028614336455,0,NaN,-92.78164612501381,25.97300626716205,0,NaN,-43.98950720453854,18.659941192894685,0,NaN,4.110217848348288,25.165326561916608,
6.84,3136791.7508549094,-5451988.151697075,1111908.801349936,0,NaN,123.249964932745,79.66578034660903,0,NaN,-92.78630674816178,25.977516494262964,0,NaN,-43.98866835617593,18.662857012710553,0,NaN,4.126464903900208,25.159203827431305,
6.86,3136795.6172144096,-5451985.928441756,1111908.801349936,0,NaN,123.16987800979521,79.63813249084669,0,NaN,-92.78821514663919,25.981890969385372,0,NaN,-43.992240741801965,18.659204323619626,0,NaN,4.136767741300015,25.16920143218531,
6.88,3136799.48357391,-5451983.705186437,1111908.801349936,0,NaN,123.09904817191588,79.62633922344551,0,NaN,-92.79127039512443,25.98959344714545,0,NaN,-43.977522193358524,18.663483531609014,0,NaN,4.149637631155517,25.167844316746333,
6.9,3136803.34993341,-5451981.481931117,1111908.801349936,0,NaN,123.01964644454252,79.60235202252171,0,NaN,-92.7898756965156,25.99467944021673,0,NaN,-43.97700398648064,18.666873791317812,0,NaN,4.157301997627557,25.15738262280486,
6.92,3136807.2162929103,-5451979.258675798,1111908.801349936,0,NaN,122.93646959057891,79.5843986119199,0,NaN,-92.78833710153617,26.004156411848285,0,NaN,-43.967324281647564,18.662338740083232,0,NaN,4.171527424359858,25.160004657190164,
