time, S0, S1, S2, S3, S4, S5, S6, S7, S8, dS0, dS1, dS2, dS3, dS4, dS5, dS6, dS7, dS8, Origin:_az, Origin:_el, P0_az, P0_el, P1_az, P1_el, P2_az, P2_el, P3_az, P3_el
0.0, 3135932.588, -5444754.209, 1103864.549, 0.0, 100.0, 0.0, 0.0, 0.0, 2.0, 3135932.3686875883, -5444753.247749263, 1103863.4171170045, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.02, 3135932.588, -5444752.209, 1103864.5494000001, 0.0, 100.0, 0.04, 0.0, 0.0, 2.0, 3135932.2956546526, -5444751.613069744, 1103864.1385707576, -3.651646774596884, 81.73397596033283, 36.07268765831577, 0.0, 0.0, 0.0
0.04, 3135932.588, -5444750.209, 1103864.5506000002, 0.0, 100.0, 0.08, 0.0, 0.0, 2.0, 3135932.8325370247, -5444749.991018008, 1103863.7467914044, 11.596235913793862, 81.41828137113407, 8.24185999696283, 0.0, 0.0, 0.0
0.06, 3135932.588, -5444748.209, 1103864.5526, 0.0, 100.0, 0.12, 0.0, 0.0, 2.0, 3135932.622865174, -5444748.491762498, 1103864.9404656105, 4.236293095224634, 79.26644607446178, 25.38914343166804, 0.0, 0.0, 0.0
0.08, 3135932.588, -5444746.209, 1103864.5554000002, 0.0, 100.0, 0.16, 0.0, 0.0, 2.0, 3135932.940603152, -5444746.656373594, 1103864.6158078834, 7.148944548669078, 82.39219586988611, 14.983635985731778, 0.0, 0.0, 0.0
0.1, 3135932.588, -5444744.209, 1103864.5590000001, 0.0, 100.0, 0.2, 0.0, 0.0, 2.0, 3135932.19344387, -5444744.238047038, 1103865.338960551, -1.7524371781746595, 90.0970222554588, 19.218435464049435, 0.0, 0.0, 0.0
0.12000000000000001, 3135932.588, -5444742.209, 1103864.5634, 0.0, 100.0, 0.24000000000000002, 0.0, 0.0, 2.0, 3135932.848393875, -5444742.3964022, 1103864.3791338792, 3.997552391645816, 90.42789219993968, 8.01680728992172, 0.0, 0.0, 0.0
0.14, 3135932.588, -5444740.209, 1103864.5686, 0.0, 100.0, 0.28, 0.0, 0.0, 2.0, 3135932.3140772753, -5444739.853467081, 1103864.5088811584, -0.39007366390900877, 95.67344416319169, 7.7983153847266555, 0.0, 0.0, 0.0
0.16, 3135932.588, -5444738.209, 1103864.5746000002, 0.0, 100.0, 0.32, 0.0, 0.0, 2.0, 3135932.4853656953, -5444737.945450212, 1103864.3436300664, 0.7292381687477703, 95.6393690710172, 5.790706637492349, 0.0, 0.0, 0.0
0.18, 3135932.588, -5444736.209, 1103864.5814, 0.0, 100.0, 0.36, 0.0, 0.0, 2.0, 3135932.589738804, -5444736.765440868, 1103865.4679163792, 1.2280623100953867, 91.56837997061808, 11.39332985898515, 0.0, 0.0, 0.0
0.19999999999999998, 3135932.588, -5444734.209, 1103864.5890000002, 0.0, 100.0, 0.39999999999999997, 0.0, 0.0, 2.0, 3135931.8930724966, -5444733.4335376145, 1103864.6411324395, -2.378075458268541, 99.0710582438578, 6.120077175175992, 0.0, 0.0, 0.0
0.21999999999999997, 3135932.588, -5444732.209, 1103864.5974, 0.0, 100.0, 0.43999999999999995, 0.0, 0.0, 2.0, 3135932.543406168, -5444732.696062859, 1103865.45864722, 0.7941753625304537, 93.41675638306283, 9.279682797110084, 0.0, 0.0, 0.0
0.23999999999999996, 3135932.588, -5444730.209, 1103864.6066, 0.0, 100.0, 0.4799999999999999, 0.0, 0.0, 2.0, 3135932.144721307, -5444730.256401159, 1103865.506272833, -0.9331928391816293, 95.79728376867631, 8.704815952745546, 0.0, 0.0, 0.0
0.25999999999999995, 3135932.588, -5444728.209, 1103864.6166, 0.0, 100.0, 0.5199999999999999, 0.0, 0.0, 2.0, 3135932.588160728, -5444727.826537973, 1103864.005036092, 0.8441274613163001, 97.77388957783772, 2.261227259215885, 0.0, 0.0, 0.0
0.27999999999999997, 3135932.588, -5444726.209, 1103864.6274, 0.0, 100.0, 0.5599999999999999, 0.0, 0.0, 2.0, 3135931.6240043812, -5444725.762330406, 1103865.7060883117, -2.659582881830959, 98.16221020355768, 8.174897526118585, 0.0, 0.0, 0.0
0.3, 3135932.588, -5444724.209, 1103864.6390000002, 0.0, 100.0, 0.6, 0.0, 0.0, 2.0, 3135932.6271231626, -5444724.625490354, 1103865.2314739635, 0.8614519151918407, 95.40752969695556, 6.047856530033942, 0.0, 0.0, 0.0
0.32, 3135932.588, -5444722.209, 1103864.6514, 0.0, 100.0, 0.64, 0.0, 0.0, 2.0, 3135932.1205093684, -5444721.7245194195, 1103864.7463960531, -0.7755569369606972, 98.51009326237374, 4.153997026929799, 0.0, 0.0, 0.0
0.34, 3135932.588, -5444720.209, 1103864.6646, 0.0, 100.0, 0.68, 0.0, 0.0, 2.0, 3135933.146978138, -5444720.716726715, 1103864.4361177147, 2.2890898519135057, 95.67947808489889, 2.997060912385301, 0.0, 0.0, 0.0
0.36000000000000004, 3135932.588, -5444718.209, 1103864.6786000002, 0.0, 100.0, 0.7200000000000001, 0.0, 0.0, 2.0, 3135932.5537123377, -5444718.291362278, 1103864.8737589228, 0.5139576373721868, 97.10107495861595, 4.046227550775759, 0.0, 0.0, 0.0
0.38000000000000006, 3135932.588, -5444716.209, 1103864.6934000002, 0.0, 100.0, 0.7600000000000001, 0.0, 0.0, 2.0, 3135932.4849688346, -5444716.08760773, 1103864.6910652427, 0.3060032800045809, 97.78984613965707, 3.352495364117057, 0.0, 0.0, 0.0
