Lat, Lon, H, AZmin, AZmean, AZmode, AZmax, AZdev, ELmin, ELmean, ELmode, ELmax, ELdev, Rmin, Rmean, Rmode, Rmax, Rdev
-1.5,-1.5,1000.0,-0.14006903113220837,6.394055244745742E-4,-0.0015946112764231302,0.13449648267740866,0.04933097039698193,-0.1951101362476215,-0.001863556634288931,-7.39918673409827E-4,0.14499783897445562,0.04946622230149737,-14401.528682361968,-479.12338673288934,-508.79695820066263,13153.527655392041,4151.693619856162
-1.5,-1.4000000000000001,1000.0,-0.16031300523785763,1.349021284917972E-4,0.0013887439665438706,0.16131228739683756,0.05018465532148675,-0.15774664445630043,-8.112526537948026E-4,2.5727121561453306E-4,0.1730228969793404,0.05088880722541133,-11716.32816859745,-277.83026361351665,-288.7871606576082,14096.00999281765,4245.311901905248
-1.5,-1.3,1000.0,-0.14884908968449295,-0.0019147586490176373,-0.0015423938869107978,0.16303592640883657,0.049735541446648615,-0.1641195653638122,-3.025092973566357E-4,-9.449626978892331E-4,0.18454031283250122,0.049533679811716504,-13018.109340450115,-344.79186197319916,-392.53749961336143,12528.884345667,3844.7199901814774
-1.5,-1.2000000000000002,1000.0,-0.17785283846708744,0.001334179758838101,-0.0010872143702322923,0.1660664194405559,0.05045898170103456,-0.1512423961356243,0.002327229328283656,0.0018129114902764318,0.15792380947483814,0.05127807348595872,-11523.903722282179,-232.034060764993,-450.1166553036601,12157.658487441135,3559.814258729654
-1.5,-1.1,1000.0,-0.16674449205533293,9.590623417102421E-4,7.697728950861737E-4,0.1671561546366762,0.05095798638565511,-0.15492642074293905,-0.0013400351899936378,-0.0019115962850707038,0.16721326613870863,0.050065877096370955,-10123.765295130404,-39.62715619652871,4.85698580047756,12946.00348825616,3252.94992046135
-1.5,-1.0,1000.0,-0.15210064656943523,-1.447511290612491E-4,-0.0011080100976923468,0.14190959235100387,0.051411600842510556,-0.14719394739780808,2.4287403808525556E-4,4.838727483925595E-5,0.15468388300253985,0.048267944662147864,-9415.31652707886,-382.44481557761804,-590.9994596911856,9018.188146259577,3183.02072852737
-1.5,-0.9,1000.0,-0.14242584968176875,1.6275507392032952E-4,3.7950775911843593E-4,0.1399922091955963,0.04990420192855834,-0.1648594928018843,-5.967912467692937E-4,-7.304681743638053E-4,0.15880667075738975,0.05035209127417806,-7406.158809844666,-100.80835601685708,-271.3035151842778,9468.929264042032,2939.3741145720173
-1.5,-0.8,1000.0,-0.1480322082069918,0.0016389626259752691,0.0020131364021391818,0.16174054961908269,0.0493822394118365,-0.14646816054513273,0.0029343600796771013,0.003695563275530351,0.160964922050339,0.049815547163269684,-8040.111906714737,-102.95034497559182,-51.339530765340896,11027.018598307535,2740.6242437041406
-1.5,-0.7000000000000001,1000.0,-0.1434386301816737,-3.3642608663246365E-4,2.2964873079178716E-4,0.14074795982543353,0.048643122342410326,-0.14058193867170582,0.0031228249988918596,0.005140132834961192,0.13500964217697878,0.048265029114494484,-7445.635577906098,-234.66599240857252,-345.16599324921845,10518.22603601776,2570.936492709542
-1.5,-0.6000000000000001,1000.0,-0.14153331237270805,9.518822870472136E-5,-0.0010279868618146004,0.1789178337466124,0.047125787334002744,-0.15969200162264147,0.003051639276441381,0.004809348905520385,0.19008877174669098,0.05120809549451059,-8954.840259055141,-185.4364271993742,-108.93582761113066,8156.810771673627,2490.4732176233983
